SNP	PVAL	Disease	COMP	CisGene	TissScores	CompGenes_CompScores	FDR
6:30032522	8e-09	Autism spectrum disorder, attention deficit-hyperactivity disorder, bipolar disorder, major depressive disorder, and schizophrenia (combined)	58	HLA-G_VARS2	-0.0552748_-0.046243	ABHD11_-0.375474\ANKRD13A_0.295802\ARPC4_0.299507\ATP9B_-0.325225\ATXN2L_0.277654\C1GALT1C1_0.33817\C21orf2_0.398581\C22orf34_0.316647\CH25H_0.271427\CMC1_-0.333416\COQ10A_0.38523\CPPED1_-0.344567\CSTA_0.345742\DNAJC15_-0.372056\ECH1_-0.330659\ERH_0.319455\FMNL2_-0.378459\GATC_-0.387501\GFPT1_0.328457\HLA-DMA_-0.299845\KLK7_-0.303396\LDHD_-0.288653\LRP3_-0.38734\MAP7_-0.344288\MKNK2_0.287169\MRPS12_0.273651\PANX2_-0.31007\PARP2_0.286457\PLEKHG3_-0.400539\POLR2J3_-0.299317\PSMB9_0.346892\PSMD5_0.291406\PTPN12_-0.369354\RNASEH1_0.305152\SAMD8_0.274644\STX8_-0.329402\TFIP11_0.295642\TUBB_-0.41771\UPF3A_-0.301468\VARS2_-0.53245\ZNF30_0.304607\ZSCAN29_0.342106	0.0155572332247245
6:117871836	2e-08	Height	440	DCBLD1_NA	0.017908_0.0546455	ATP5G1_0.336057\C19orf48_-0.436302\C1orf116_0.343994\CARD9_-0.330463\CHIC2_0.313609\CHMP6_-0.407648\CNTROB_0.348048\CXCL16_0.38279\DCLRE1B_0.452138\ELOVL4_-0.323375\FADS1_-0.354612\FAM129A_0.314223\GINS2_0.398462\HERC6_-0.402346\HPS6_0.313642\INO80C_0.317791\IQCG_0.305769\JMY_-0.330312\LRP8_-0.324903\MAGOH_0.310751\MPDU1_-0.323541\MRPS16_-0.456494\NAB1_0.352967\NIT2_-0.350224\NSFL1C_-0.349075\NUCB1_-0.325826\PLOD1_-0.374583\PMS1_-0.402215\RFTN1_0.423681\SCAMP1_0.328406\SEPT11_0.33708\SH3BGRL3_0.340484\SLC7A6OS_0.310287\STAM2_-0.325492\STRADB_-0.322186\TOMM40_-0.375786\TRAM2_-0.42634\VAMP2_-0.369017\ZBTB46_0.375201\ZMYND15_0.42384\ZRANB2_0.309375\ZSCAN5A_-0.443564	0.0155942844740272
6:32413545	1e-206	Multiple sclerosis	363	HLA-DRB5_HLA-DRB5	0.055294_0.0315945	AASDHPPT_0.372118\AES_0.328132\ALDH16A1_-0.354691\ATP8B4_-0.339065\C10orf11_0.337048\C18orf54_-0.393755\CD151_0.357908\CD82_0.510456\CENPQ_-0.382714\CHEK2_0.363706\CPSF1_-0.338864\CRX_-0.372381\GBA2_0.446058\GPR65_-0.392833\HIST2H2AA3_0.458911\HIST2H2AC_0.518\HLA-DMA_0.633661\HSPA1B_-0.425114\MAPKAP1_0.416449\MCCD1_-0.340152\MED8_-0.341196\OSCAR_0.555054\PRKX_0.332309\PRRG1_-0.480153\QDPR_-0.48983\RAB11FIP5_-0.372555\RABEP1_-0.486961\RCVRN_-0.390233\RNF125_0.348404\SIGLEC1_-0.34116\SLC22A18AS_-0.383251\SLC47A1_0.323182\SUPT3H_0.31955\TBC1D7_-0.416749\TSPAN4_-0.369751\VSTM1_0.536297\ZFP82_0.317009\ZNF266_0.338828	0.0158480481525626
6:32413051	9e-81	Multiple sclerosis	363	HLA-DRB5_HLA-DRB5	0.055294_0.0315945	AASDHPPT_0.372118\AES_0.328132\ALDH16A1_-0.354691\ATP8B4_-0.339065\C10orf11_0.337048\C18orf54_-0.393755\CD151_0.357908\CD82_0.510456\CENPQ_-0.382714\CHEK2_0.363706\CPSF1_-0.338864\CRX_-0.372381\GBA2_0.446058\GPR65_-0.392833\HIST2H2AA3_0.458911\HIST2H2AC_0.518\HLA-DMA_0.633661\HSPA1B_-0.425114\MAPKAP1_0.416449\MCCD1_-0.340152\MED8_-0.341196\OSCAR_0.555054\PRKX_0.332309\PRRG1_-0.480153\QDPR_-0.48983\RAB11FIP5_-0.372555\RABEP1_-0.486961\RCVRN_-0.390233\RNF125_0.348404\SIGLEC1_-0.34116\SLC22A18AS_-0.383251\SLC47A1_0.323182\SUPT3H_0.31955\TBC1D7_-0.416749\TSPAN4_-0.369751\VSTM1_0.536297\ZFP82_0.317009\ZNF266_0.338828	0.015884525001608
6:32413051	4e-225	Multiple sclerosis	363	HLA-DRB5_HLA-DRB5	0.055294_0.0315945	AASDHPPT_0.372118\AES_0.328132\ALDH16A1_-0.354691\ATP8B4_-0.339065\C10orf11_0.337048\C18orf54_-0.393755\CD151_0.357908\CD82_0.510456\CENPQ_-0.382714\CHEK2_0.363706\CPSF1_-0.338864\CRX_-0.372381\GBA2_0.446058\GPR65_-0.392833\HIST2H2AA3_0.458911\HIST2H2AC_0.518\HLA-DMA_0.633661\HSPA1B_-0.425114\MAPKAP1_0.416449\MCCD1_-0.340152\MED8_-0.341196\OSCAR_0.555054\PRKX_0.332309\PRRG1_-0.480153\QDPR_-0.48983\RAB11FIP5_-0.372555\RABEP1_-0.486961\RCVRN_-0.390233\RNF125_0.348404\SIGLEC1_-0.34116\SLC22A18AS_-0.383251\SLC47A1_0.323182\SUPT3H_0.31955\TBC1D7_-0.416749\TSPAN4_-0.369751\VSTM1_0.536297\ZFP82_0.317009\ZNF266_0.338828	0.015884525001608
6:32392981	9e-08	Food antigen IgG levels	363	HLA-DRB5_HLA-DRB5	0.055294_0.0315945	AASDHPPT_0.372118\AES_0.328132\ALDH16A1_-0.354691\ATP8B4_-0.339065\C10orf11_0.337048\C18orf54_-0.393755\CD151_0.357908\CD82_0.510456\CENPQ_-0.382714\CHEK2_0.363706\CPSF1_-0.338864\CRX_-0.372381\GBA2_0.446058\GPR65_-0.392833\HIST2H2AA3_0.458911\HIST2H2AC_0.518\HLA-DMA_0.633661\HSPA1B_-0.425114\MAPKAP1_0.416449\MCCD1_-0.340152\MED8_-0.341196\OSCAR_0.555054\PRKX_0.332309\PRRG1_-0.480153\QDPR_-0.48983\RAB11FIP5_-0.372555\RABEP1_-0.486961\RCVRN_-0.390233\RNF125_0.348404\SIGLEC1_-0.34116\SLC22A18AS_-0.383251\SLC47A1_0.323182\SUPT3H_0.31955\TBC1D7_-0.416749\TSPAN4_-0.369751\VSTM1_0.536297\ZFP82_0.317009\ZNF266_0.338828	0.015884525001608
6:32140487	7e-06	Asparaginase hypersensitivity in acute lymphoblastic leukemia	58	HLA-DQB1_HLA-DQB1	-0.0552748_-0.046243	ABHD11_-0.375474\ANKRD13A_0.295802\ARPC4_0.299507\ATP9B_-0.325225\ATXN2L_0.277654\C1GALT1C1_0.33817\C21orf2_0.398581\C22orf34_0.316647\CH25H_0.271427\CMC1_-0.333416\COQ10A_0.38523\CPPED1_-0.344567\CSTA_0.345742\DNAJC15_-0.372056\ECH1_-0.330659\ERH_0.319455\FMNL2_-0.378459\GATC_-0.387501\GFPT1_0.328457\HLA-DMA_-0.299845\KLK7_-0.303396\LDHD_-0.288653\LRP3_-0.38734\MAP7_-0.344288\MKNK2_0.287169\MRPS12_0.273651\PANX2_-0.31007\PARP2_0.286457\PLEKHG3_-0.400539\POLR2J3_-0.299317\PSMB9_0.346892\PSMD5_0.291406\PTPN12_-0.369354\RNASEH1_0.305152\SAMD8_0.274644\STX8_-0.329402\TFIP11_0.295642\TUBB_-0.41771\UPF3A_-0.301468\VARS2_-0.53245\ZNF30_0.304607\ZSCAN29_0.342106	0.0186754066152181
6:32146492	2e-40	Idiopathic membranous nephropathy	58	HLA-DQB1_HLA-DQB1	-0.0552748_-0.046243	ABHD11_-0.375474\ANKRD13A_0.295802\ARPC4_0.299507\ATP9B_-0.325225\ATXN2L_0.277654\C1GALT1C1_0.33817\C21orf2_0.398581\C22orf34_0.316647\CH25H_0.271427\CMC1_-0.333416\COQ10A_0.38523\CPPED1_-0.344567\CSTA_0.345742\DNAJC15_-0.372056\ECH1_-0.330659\ERH_0.319455\FMNL2_-0.378459\GATC_-0.387501\GFPT1_0.328457\HLA-DMA_-0.299845\KLK7_-0.303396\LDHD_-0.288653\LRP3_-0.38734\MAP7_-0.344288\MKNK2_0.287169\MRPS12_0.273651\PANX2_-0.31007\PARP2_0.286457\PLEKHG3_-0.400539\POLR2J3_-0.299317\PSMB9_0.346892\PSMD5_0.291406\PTPN12_-0.369354\RNASEH1_0.305152\SAMD8_0.274644\STX8_-0.329402\TFIP11_0.295642\TUBB_-0.41771\UPF3A_-0.301468\VARS2_-0.53245\ZNF30_0.304607\ZSCAN29_0.342106	0.0186754066152181
6:32373698	7e-19	Vitiligo	288	HLA-DRB1_HLA-DQB1	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	0.021577220973196
6:32448599	4e-13	Rheumatoid arthritis	288	HLA-DRB5_HLA-DRB5	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	0.0234012760864023
6:32448599	1e-16	Rheumatoid arthritis	288	HLA-DRB5_HLA-DRB5	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	0.0234012760864023
6:32424882	2e-38	IgA nephropathy	288	HLA-DRB5_HLA-DRB5	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	0.0248305413860496
6:32424882	1e-30	IgA nephropathy	288	HLA-DRB5_HLA-DRB5	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	0.0248305413860496
6:32424882	1e-10	IgA nephropathy	288	HLA-DRB5_HLA-DRB5	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	0.0248305413860496
6:32408044	8e-31	Primary biliary cholangitis	288	HLA-DRB1_HLA-DRB1	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	0.0256944549705502
6:32134510	1e-41	Idiopathic membranous nephropathy	58	HLA-DQB1_HLA-DQB1	-0.0552748_-0.046243	ABHD11_-0.375474\ANKRD13A_0.295802\ARPC4_0.299507\ATP9B_-0.325225\ATXN2L_0.277654\C1GALT1C1_0.33817\C21orf2_0.398581\C22orf34_0.316647\CH25H_0.271427\CMC1_-0.333416\COQ10A_0.38523\CPPED1_-0.344567\CSTA_0.345742\DNAJC15_-0.372056\ECH1_-0.330659\ERH_0.319455\FMNL2_-0.378459\GATC_-0.387501\GFPT1_0.328457\HLA-DMA_-0.299845\KLK7_-0.303396\LDHD_-0.288653\LRP3_-0.38734\MAP7_-0.344288\MKNK2_0.287169\MRPS12_0.273651\PANX2_-0.31007\PARP2_0.286457\PLEKHG3_-0.400539\POLR2J3_-0.299317\PSMB9_0.346892\PSMD5_0.291406\PTPN12_-0.369354\RNASEH1_0.305152\SAMD8_0.274644\STX8_-0.329402\TFIP11_0.295642\TUBB_-0.41771\UPF3A_-0.301468\VARS2_-0.53245\ZNF30_0.304607\ZSCAN29_0.342106	0.0302405298890382
6:32626272	2e-10	Chronic lymphocytic leukemia	58	HLA-DQB1_HLA-DQB1	-0.0552748_-0.046243	ABHD11_-0.375474\ANKRD13A_0.295802\ARPC4_0.299507\ATP9B_-0.325225\ATXN2L_0.277654\C1GALT1C1_0.33817\C21orf2_0.398581\C22orf34_0.316647\CH25H_0.271427\CMC1_-0.333416\COQ10A_0.38523\CPPED1_-0.344567\CSTA_0.345742\DNAJC15_-0.372056\ECH1_-0.330659\ERH_0.319455\FMNL2_-0.378459\GATC_-0.387501\GFPT1_0.328457\HLA-DMA_-0.299845\KLK7_-0.303396\LDHD_-0.288653\LRP3_-0.38734\MAP7_-0.344288\MKNK2_0.287169\MRPS12_0.273651\PANX2_-0.31007\PARP2_0.286457\PLEKHG3_-0.400539\POLR2J3_-0.299317\PSMB9_0.346892\PSMD5_0.291406\PTPN12_-0.369354\RNASEH1_0.305152\SAMD8_0.274644\STX8_-0.329402\TFIP11_0.295642\TUBB_-0.41771\UPF3A_-0.301468\VARS2_-0.53245\ZNF30_0.304607\ZSCAN29_0.342106	0.0307010907933103
6:32381736	2e-07	Waist-to-hip ratio adjusted for body mass index	288	HLA-DRB5_HLA-DRB5	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	0.0307684377500674
6:32381736	5e-06	Waist-to-hip ratio adjusted for body mass index	288	HLA-DRB5_HLA-DRB5	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	0.0307684377500674
6:32381736	4e-11	Waist-to-hip ratio adjusted for body mass index	288	HLA-DRB5_HLA-DRB5	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	0.0307684377500674
6:32381736	4e-06	Waist-to-hip ratio adjusted for body mass index	288	HLA-DRB5_HLA-DRB5	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	0.0307684377500674
6:32381736	5e-08	Waist-to-hip ratio adjusted for body mass index	288	HLA-DRB5_HLA-DRB5	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	0.0307684377500674
6:32381736	2e-11	Waist-to-hip ratio adjusted for body mass index	288	HLA-DRB5_HLA-DRB5	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	0.0307684377500674
6:32381736	1e-08	Waist-to-hip ratio adjusted for BMI (joint analysis main effects and smoking interaction)	288	HLA-DRB5_HLA-DRB5	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	0.0307684377500674
6:32381736	1e-09	Waist-to-hip ratio adjusted for BMI (adjusted for smoking behaviour)	288	HLA-DRB5_HLA-DRB5	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	0.0307684377500674
6:32381736	3e-06	Waist-to-hip ratio adjusted for BMI (adjusted for smoking behaviour)	288	HLA-DRB5_HLA-DRB5	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	0.0307684377500674
6:32381736	1e-07	Waist-to-hip ratio adjusted for BMI in non-smokers	288	HLA-DRB5_HLA-DRB5	0.0394349_0.038926	AOAH_0.797659\BEND4_0.69934\C12orf57_0.458339\CACNA2D4_0.605234\CD180_0.424553\CPVL_-0.430277\DCAF16_0.474369\DEF8_0.73086\DNAJA4_0.507837\ERG_0.767832\EXOSC6_-0.5177\FCHO2_-0.761012\HLA-DRA_0.587015\JAZF1_-0.429442\KRTAP10-11_-0.396988\LIMS1_-0.462467\MRPL2_-0.442905\MRPL54_-0.476748\MUM1_0.431868\NME1_-0.463411\PDCD5_0.458637\PLAGL1_0.419845\PLXNC1_-0.402799\RAB27A_-0.418176\RGPD2_0.459595\RNPEP_-0.404459\RPS26_0.684201\RRAS2_-0.562103\SLC4A7_-0.577997\SLITRK4_0.50185\SNORD36C_-0.42505\SRR_0.455327\TMED3_0.454473\WDR41_-0.669109\ZNF671_-0.518151\ZNF776_-0.410272	0.0307684377500674
